Time (matlabs datenum format),Cloud base height (decameters)
733601.0833,21
733601.125,461
733601.1667,321
733601.2083,141
733601.25,471
733601.2917,461
733601.3333,101
733601.375,381
733601.4167,341
733601.4583,221
733601.5,241
733601.5417,371
733601.5833,281
733601.625,381
733601.6667,361
733601.7083,461
733601.75,111
733601.7917,491
733601.8333,431
733601.875,411
733601.9167,461
733601.9583,451
733602,241
733602.0417,211
733602.0833,251
733602.125,471
733602.1667,401
733602.2083,371
733602.25,261
733602.2917,451
733602.3333,151
733602.375,361
733602.4167,61
733602.4583,251
733602.5,131
733602.5417,121
733602.5833,181
733602.625,361
733602.6667,101
733602.7083,221
733602.75,331
733602.7917,451
733602.8333,351
733602.875,71
733602.9167,471
733602.9583,491
733603,11
733603.0417,111
733603.0833,271
733603.125,271
733603.1667,321
733603.2083,321
733603.25,241
733603.2917,121
733603.3333,401
733603.375,271
733603.4167,361
733603.4583,231
733603.5,471
733603.5417,251
733603.5833,231
733603.625,401
733603.6667,51
733603.7083,91
733603.75,341
733603.7917,481
733603.8333,351
733603.875,441
733603.9167,81
733603.9583,11
733604,131
733604.0417,111
733604.0833,271
733604.125,211
733604.1667,51
733604.2083,321
733604.25,51
733604.2917,481
733604.3333,431
733604.375,341
733604.4167,51
733604.4583,111
733604.5,151
733604.5417,51
733604.5833,191
733604.625,31
733604.6667,171
733604.7083,131
733604.75,61
733604.7917,41
733604.8333,411
733604.875,91
733604.9167,491
733604.9583,111
733605,11
733605.0417,411
733605.0833,81
733605.125,261
733605.1667,491
733605.2083,211
733605.25,331
733605.2917,451
733605.3333,171
733605.375,231
733605.4167,351
733605.4583,111
733605.5,21
733605.5417,91
733605.5833,71
733605.625,21
733605.6667,11
733605.7083,431
733605.75,41
733605.7917,141
733605.8333,221
733605.875,461
733605.9167,331
733605.9583,381
733606,261
733606.0417,491
733606.0833,91
733606.125,361
733606.1667,161
733606.2083,451
733606.25,91
733606.2917,451
733606.3333,111
733606.375,451
733606.4167,371
733606.4583,361
733606.5,341
733606.5417,101
733606.5833,211
733606.625,111
733606.6667,461
733606.7083,111
733606.75,161
733606.7917,501
733606.8333,31
733606.875,201
733606.9167,61
733606.9583,131
733607,31
733607.0417,301
733607.0833,481
733607.125,11
733607.1667,501
733607.2083,21
733607.25,401
733607.2917,321
733607.3333,391
733607.375,231
733607.4167,321
733607.4583,231
733607.5,361
733607.5417,331
733607.5833,51
733607.625,71
733607.6667,91
733607.7083,201
733607.75,381
733607.7917,291
733607.8333,281
733607.875,401
733607.9167,181
733607.9583,351
733608,251
733608.0417,241
733608.0833,21
733608.125,401
733608.1667,341
733608.2083,381
733608.25,161
733608.2917,451
733608.3333,321
733608.375,401
733608.4167,181
733608.4583,401
733608.5,391
733608.5417,491
733608.5833,191
733608.625,221
733608.6667,311
733608.7083,421
733608.75,341
733608.7917,311
733608.8333,321
733608.875,281
733608.9167,11
733608.9583,451
733609,361
733609.0417,191
733609.0833,171
733609.125,441
733609.1667,81
733609.2083,501
733609.25,391
733609.2917,31
733609.3333,391
733609.375,471
733609.4167,481
733609.4583,201
733609.5,111
733609.5417,191
733609.5833,361
733609.625,161
733609.6667,261
733609.7083,171
733609.75,361
733609.7917,91
733609.8333,221
733609.875,291
733609.9167,381
733609.9583,181
733610,221
733610.0417,251
733610.0833,251
733610.125,131
733610.1667,371
733610.2083,451
733610.25,361
733610.2917,71
733610.3333,201
733610.375,71
733610.4167,81
733610.4583,321
733610.5,81
733610.5417,391
733610.5833,281
733610.625,331
733610.6667,221
733610.7083,481
733610.75,301
733610.7917,341
733610.8333,11
733610.875,451
733610.9167,211
733610.9583,1
733611,441
733611.0417,261
733611.0833,251
733611.125,161
733611.1667,131
733611.2083,121
733611.25,81
733611.2917,331
733611.3333,231
733611.375,311
733611.4167,141
733611.4583,101
733611.5,141
733611.5417,281
733611.5833,261
733611.625,381
733611.6667,261
733611.7083,111
733611.75,261
733611.7917,41
733611.8333,351
733611.875,461
733611.9167,411
733611.9583,391
733612,181
733612.0417,131
733612.0833,141
733612.125,151
733612.1667,281
733612.2083,491
733612.25,81
733612.2917,401
733612.3333,261
733612.375,411
733612.4167,171
733612.4583,311
733612.5,281
733612.5417,311
733612.5833,371
733612.625,31
733612.6667,191
733612.7083,201
733612.75,291
733612.7917,451
733612.8333,271
733612.875,51
733612.9167,41
733612.9583,501
733613,201
733613.0417,71
733613.0833,491
733613.125,131
733613.1667,11
733613.2083,481
733613.25,321
733613.2917,371
733613.3333,251
733613.375,261
733613.4167,371
733613.4583,51
733613.5,331
733613.5417,301
733613.5833,431
733613.625,431
733613.6667,201
733613.7083,501
733613.75,111
733613.7917,261
733613.8333,341
733613.875,471
733613.9167,331
733613.9583,351
733614,181
733614.0417,301
733614.0833,181
733614.125,421
733614.1667,201
733614.2083,431
733614.25,281
733614.2917,31
733614.3333,81
733614.375,131
733614.4167,141
733614.4583,221
733614.5,461
733614.5417,191
733614.5833,371
733614.625,221
733614.6667,61
733614.7083,391
733614.75,311
733614.7917,361
733614.8333,291
733614.875,31
733614.9167,381
733614.9583,201
733615,81
733615.0417,401
733615.0833,151
733615.125,331
733615.1667,481
733615.2083,151
733615.25,461
733615.2917,101
733615.3333,11
733615.375,41
733615.4167,261
733615.4583,211
733615.5,351
733615.5417,401
733615.5833,181
733615.625,181
733615.6667,1
733615.7083,391
733615.75,71
733615.7917,101
733615.8333,461
733615.875,151
733615.9167,331
733615.9583,71
733616,401
733616.0417,411
733616.0833,481
733616.125,61
733616.1667,151
733616.2083,461
733616.25,1
733616.2917,291
733616.3333,21
733616.375,371
733616.4167,61
733616.4583,411
733616.5,381
733616.5417,91
733616.5833,1
733616.625,481
733616.6667,461
733616.7083,311
733616.75,261
733616.7917,221
733616.8333,271
733616.875,101
733616.9167,371
733616.9583,501
733617,31
733617.0417,491
733617.0833,471
733617.125,131
733617.1667,331
733617.2083,431
733617.25,191
733617.2917,101
733617.3333,421
733617.375,411
733617.4167,151
733617.4583,391
733617.5,11
733617.5417,391
733617.5833,211
733617.625,161
733617.6667,241
733617.7083,11
733617.75,201
733617.7917,271
733617.8333,491
733617.875,151
733617.9167,331
733617.9583,181
733618,361
733618.0417,31
733618.0833,341
733618.125,361
733618.1667,391
733618.2083,1
733618.25,441
733618.2917,171
733618.3333,141
733618.375,341
733618.4167,121
733618.4583,141
733618.5,31
733618.5417,141
733618.5833,281
733618.625,211
733618.6667,201
733618.7083,441
733618.75,181
733618.7917,121
733618.8333,161
733618.875,271
733618.9167,441
733618.9583,241
733619,341
733619.0417,501
733619.0833,311
733619.125,501
733619.1667,201
733619.2083,231
733619.25,171
733619.2917,341
733619.3333,281
733619.375,51
733619.4167,441
733619.4583,41
733619.5,181
733619.5417,31
733619.5833,91
733619.625,111
733619.6667,281
733619.7083,151
733619.75,171
733619.7917,291
733619.8333,451
733619.875,31
733619.9167,471
733619.9583,261
733620,271
733620.0417,271
733620.0833,451
733620.125,411
733620.1667,201
733620.2083,371
733620.25,341
733620.2917,81
733620.3333,281
733620.375,131
733620.4167,241
733620.4583,331
733620.5,401
733620.5417,141
733620.5833,61
733620.625,481
733620.6667,221
733620.7083,431
733620.75,281
733620.7917,151
733620.8333,441
733620.875,271
733620.9167,391
733620.9583,371
733621,421
733621.0417,221
733621.0833,161
733621.125,41
733621.1667,51
733621.2083,381
733621.25,171
733621.2917,181
733621.3333,201
733621.375,311
733621.4167,261
733621.4583,231
733621.5,471
733621.5417,21
733621.5833,261
733621.625,51
733621.6667,171
733621.7083,301
733621.75,351
733621.7917,351
733621.8333,371
733621.875,371
733621.9167,231
733621.9583,321
733622,431
733622.0417,501
733622.0833,441
733622.125,11
733622.1667,291
733622.2083,451
733622.25,441
733622.2917,411
733622.3333,481
733622.375,231
733622.4167,401
733622.4583,51
733622.5,321
733622.5417,1
733622.5833,291
733622.625,171
733622.6667,261
733622.7083,291
733622.75,61
733622.7917,501
733622.8333,111
733622.875,181
733622.9167,321
733622.9583,301
733623,451
733623.0417,311
733623.0833,351
733623.125,491
733623.1667,41
733623.2083,171
733623.25,131
733623.2917,211
733623.3333,401
733623.375,21
733623.4167,161
733623.4583,131
733623.5,261
733623.5417,451
733623.5833,121
733623.625,421
733623.6667,451
733623.7083,411
733623.75,451
733623.7917,311
733623.8333,491
733623.875,311
733623.9167,451
733623.9583,151
733624,201
733624.0417,141
733624.0833,481
733624.125,221
733624.1667,481
733624.2083,81
733624.25,231
733624.2917,221
733624.3333,301
733624.375,181
733624.4167,441
733624.4583,51
733624.5,61
733624.5417,461
733624.5833,31
733624.625,21
733624.6667,351
733624.7083,431
733624.75,251
733624.7917,491
733624.8333,11
733624.875,251
733624.9167,81
733624.9583,151
733625,161
733625.0417,391
733625.0833,401
733625.125,231
733625.1667,441
733625.2083,11
733625.25,201
733625.2917,361
733625.3333,91
733625.375,471
733625.4167,431
733625.4583,131
733625.5,131
733625.5417,81
733625.5833,271
733625.625,131
733625.6667,371
733625.7083,31
733625.75,401
733625.7917,481
733625.8333,161
733625.875,181
733625.9167,161
733625.9583,261
733626,491
733626.0417,271
733626.0833,41
733626.125,111
733626.1667,261
733626.2083,471
733626.25,31
733626.2917,421
733626.3333,141
733626.375,411
733626.4167,411
733626.4583,291
733626.5,311
733626.5417,201
733626.5833,491
733626.625,291
733626.6667,231
733626.7083,141
733626.75,311
733626.7917,361
733626.8333,251
733626.875,81
733626.9167,471
733626.9583,51
733627,91
733627.0417,101
733627.0833,131
733627.125,191
733627.1667,311
733627.2083,151
733627.25,261
733627.2917,161
733627.3333,31
733627.375,241
733627.4167,451
733627.4583,261
733627.5,91
733627.5417,91
733627.5833,471
733627.625,181
733627.6667,221
733627.7083,441
733627.75,201
733627.7917,241
733627.8333,221
733627.875,461
733627.9167,101
733627.9583,481
733628,331
733628.0417,171
733628.0833,331
733628.125,331
733628.1667,221
733628.2083,431
733628.25,461
733628.2917,161
733628.3333,331
733628.375,181
733628.4167,291
733628.4583,471
733628.5,141
733628.5417,341
733628.5833,171
733628.625,21
733628.6667,171
733628.7083,471
733628.75,351
733628.7917,41
733628.8333,21
733628.875,211
733628.9167,101
733628.9583,441
733629,401
733629.0417,201
733629.0833,171
733629.125,481
733629.1667,361
733629.2083,421
733629.25,241
733629.2917,391
733629.3333,481
733629.375,71
733629.4167,11
733629.4583,451
733629.5,501
733629.5417,411
733629.5833,181
733629.625,61
733629.6667,321
733629.7083,361
733629.75,141
733629.7917,481
733629.8333,161
733629.875,31
733629.9167,401
733629.9583,241
733630,41
733630.0417,351
733630.0833,371
733630.125,31
733630.1667,61
733630.2083,21
733630.25,341
733630.2917,361
733630.3333,271
733630.375,221
733630.4167,61
733630.4583,471
733630.5,471
733630.5417,201
733630.5833,111
733630.625,211
733630.6667,211
733630.7083,41
733630.75,31
733630.7917,411
733630.8333,361
733630.875,221
733630.9167,261
733630.9583,231
733631,241
733631.0417,271
733631.0833,441
733631.125,261
733631.1667,361
733631.2083,171
733631.25,241
733631.2917,371
733631.3333,361
733631.375,201
733631.4167,171
733631.4583,171
733631.5,241
733631.5417,31
733631.5833,41
733631.625,221
733631.6667,261
733631.7083,151
733631.75,331
733631.7917,21
733631.8333,341
733631.875,311
733631.9167,21
733631.9583,221
733632,501
733632.0417,271
733632.0833,461
733632.125,491
733632.1667,31
733632.2083,361
733632.25,151
733632.2917,311
733632.3333,471
733632.375,471
733632.4167,401
733632.4583,171
733632.5,201
733632.5417,401
733632.5833,481
733632.625,371
733632.6667,171
733632.7083,61
733632.75,341
733632.7917,391
733632.8333,211
733632.875,251
733632.9167,481
733632.9583,421
733633,131
733633.0417,71
733633.0833,311
733633.125,431
733633.1667,131
733633.2083,271
733633.25,111
733633.2917,251
733633.3333,211
733633.375,41
733633.4167,121
733633.4583,251
733633.5,51
733633.5417,461
733633.5833,491
733633.625,341
733633.6667,41
733633.7083,111
733633.75,321
733633.7917,471
733633.8333,381
733633.875,21
733633.9167,51
733633.9583,311
733634,181
733634.0417,211
733634.0833,231
733634.125,291
733634.1667,401
733634.2083,241
733634.25,51
733634.2917,431
733634.3333,461
733634.375,231
733634.4167,141
733634.4583,391
733634.5,421
733634.5417,191
733634.5833,281
733634.625,271
733634.6667,271
733634.7083,391
733634.75,61
733634.7917,331
733634.8333,21
733634.875,501
733634.9167,231
733634.9583,421
733635,411
733635.0417,101
733635.0833,21
733635.125,181
733635.1667,431
733635.2083,271
733635.25,101
733635.2917,121
733635.3333,241
733635.375,341
733635.4167,241
733635.4583,491
733635.5,211
733635.5417,261
733635.5833,321
733635.625,371
733635.6667,11
733635.7083,31
733635.75,311
733635.7917,181
733635.8333,101
733635.875,431
733635.9167,171
733635.9583,1
733636,171
733636.0417,181
733636.0833,481
733636.125,431
733636.1667,461
733636.2083,371
733636.25,281
733636.2917,221
733636.3333,321
733636.375,301
733636.4167,231
733636.4583,81
733636.5,31
733636.5417,321
733636.5833,101
733636.625,231
733636.6667,31
733636.7083,331
733636.75,81
733636.7917,341
733636.8333,331
733636.875,351
733636.9167,21
733636.9583,471
733637,501
733637.0417,201
733637.0833,371
733637.125,291
733637.1667,141
733637.2083,441
733637.25,81
733637.2917,111
733637.3333,231
733637.375,21
733637.4167,291
733637.4583,481
733637.5,61
733637.5417,91
733637.5833,501
733637.625,471
733637.6667,91
733637.7083,111
733637.75,161
733637.7917,231
733637.8333,151
733637.875,291
733637.9167,281
733637.9583,421
733638,181
733638.0417,291
733638.0833,461
733638.125,51
733638.1667,421
733638.2083,221
733638.25,21
733638.2917,381
733638.3333,201
733638.375,11
733638.4167,151
733638.4583,91
733638.5,331
733638.5417,201
733638.5833,351
733638.625,441
733638.6667,91
733638.7083,11
733638.75,71
733638.7917,241
733638.8333,41
733638.875,431
733638.9167,221
733638.9583,311
733639,141
733639.0417,361
733639.0833,491
733639.125,251
733639.1667,351
733639.2083,201
733639.25,421
733639.2917,391
733639.3333,321
733639.375,141
733639.4167,141
733639.4583,391
733639.5,221
733639.5417,351
733639.5833,461
733639.625,161
733639.6667,471
733639.7083,161
733639.75,181
733639.7917,151
733639.8333,461
733639.875,431
733639.9167,321
733639.9583,1
733640,101
733640.0417,151
733640.0833,351
733640.125,371
733640.1667,361
733640.2083,451
733640.25,1
733640.2917,341
733640.3333,431
733640.375,381
733640.4167,271
733640.4583,71
733640.5,471
733640.5417,271
733640.5833,231
733640.625,301
733640.6667,391
733640.7083,201
733640.75,171
733640.7917,461
733640.8333,201
733640.875,81
733640.9167,111
733640.9583,351
733641,21
733641.0417,171
733641.0833,391
733641.125,291
733641.1667,271
733641.2083,481
733641.25,431
733641.2917,411
733641.3333,451
733641.375,31
733641.4167,301
733641.4583,31
733641.5,171
733641.5417,331
733641.5833,51
733641.625,41
733641.6667,441
733641.7083,81
733641.75,351
733641.7917,491
733641.8333,161
733641.875,191
733641.9167,141
733641.9583,331
733642,411
733642.0417,221
733642.0833,151
733642.125,391
733642.1667,101
733642.2083,121
733642.25,491
733642.2917,331
733642.3333,291
733642.375,341
733642.4167,501
733642.4583,51
733642.5,61
733642.5417,21
733642.5833,461
733642.625,241
733642.6667,301
733642.7083,441
733642.75,271
733642.7917,171
733642.8333,431
733642.875,41
733642.9167,51
733642.9583,431
733643,411
733643.0417,161
733643.0833,201
733643.125,221
733643.1667,31
733643.2083,1
733643.25,501
733643.2917,201
733643.3333,31
733643.375,461
733643.4167,461
733643.4583,431
733643.5,261
733643.5417,401
733643.5833,361
733643.625,81
733643.6667,471
733643.7083,381
733643.75,131
733643.7917,371
733643.8333,471
733643.875,331
733643.9167,271
733643.9583,371
733644,31
733644.0417,431
733644.0833,321
733644.125,281
733644.1667,91
733644.2083,191
733644.25,351
733644.2917,381
733644.3333,231
733644.375,371
733644.4167,271
733644.4583,261
733644.5,101
733644.5417,331
733644.5833,361
733644.625,381
733644.6667,151
733644.7083,471
733644.75,491
733644.7917,51
733644.8333,291
733644.875,391
733644.9167,11
733644.9583,371
733645,401
733645.0417,211
733645.0833,91
733645.125,371
733645.1667,311
733645.2083,351
733645.25,241
733645.2917,221
733645.3333,1
733645.375,481
733645.4167,71
733645.4583,361
733645.5,351
733645.5417,231
733645.5833,481
733645.625,311
733645.6667,471
733645.7083,231
733645.75,401
733645.7917,221
733645.8333,131
733645.875,411
733645.9167,251
733645.9583,21
733646,481
733646.0417,391
733646.0833,221
733646.125,381
733646.1667,121
733646.2083,21
733646.25,271
733646.2917,221
733646.3333,331
733646.375,321
733646.4167,161
733646.4583,411
733646.5,51
733646.5417,481
733646.5833,131
733646.625,201
733646.6667,1
733646.7083,381
733646.75,151
733646.7917,221
733646.8333,71
733646.875,441
733646.9167,321
733646.9583,261
733647,491
733647.0417,91
733647.0833,461
733647.125,251
733647.1667,501
733647.2083,151
733647.25,141
733647.2917,491
733647.3333,41
733647.375,281
733647.4167,201
733647.4583,481
733647.5,31
733647.5417,441
733647.5833,111
733647.625,151
733647.6667,11
733647.7083,211
733647.75,471
733647.7917,231
733647.8333,151
733647.875,471
733647.9167,321
733647.9583,361
733648,171
733648.0417,161
733648.0833,261
