Time (matlab datenum format),Cloud Amount (okta)
734802.5,7
734802.5417,1
734802.5833,4
734802.625,0
734802.6667,4
734802.7083,7
734802.75,6
734802.7917,1
734802.8333,8
734802.875,3
734802.9167,5
734802.9583,6
734803,4
734803.0417,7
734803.0833,8
734803.125,3
734803.1667,0
734803.2083,5
734803.25,3
734803.2917,2
734803.3333,4
734803.375,1
734803.4167,2
734803.4583,9
734803.5,8
734803.5417,1
734803.5833,4
734803.625,7
734803.6667,8
734803.7083,5
734803.75,3
734803.7917,5
734803.8333,3
734803.875,3
734803.9167,8
734803.9583,3
734804,7
734804.0417,3
734804.0833,4
734804.125,0
734804.1667,5
734804.2083,6
734804.25,6
734804.2917,7
734804.3333,9
734804.375,2
734804.4167,9
734804.4583,4
734804.5,2
734804.5417,0
734804.5833,2
734804.625,7
734804.6667,8
734804.7083,5
734804.75,5
734804.7917,4
734804.8333,7
734804.875,2
734804.9167,8
734804.9583,7
734805,6
734805.0417,6
734805.0833,9
734805.125,3
734805.1667,5
734805.2083,2
734805.25,1
734805.2917,4
734805.3333,7
734805.375,2
734805.4167,8
734805.4583,1
734805.5,5
734805.5417,5
734805.5833,0
734805.625,2
734805.6667,6
734805.7083,8
734805.75,6
734805.7917,1
734805.8333,2
734805.875,8
734805.9167,1
734805.9583,3
734806,2
734806.0417,4
734806.0833,4
734806.125,3
734806.1667,1
734806.2083,0
734806.25,3
734806.2917,7
734806.3333,3
734806.375,6
734806.4167,6
734806.4583,1
734806.5,1
734806.5417,3
734806.5833,4
734806.625,4
734806.6667,5
734806.7083,5
734806.75,0
734806.7917,7
734806.8333,3
734806.875,0
734806.9167,3
734806.9583,9
734807,8
734807.0417,2
734807.0833,6
734807.125,2
734807.1667,9
734807.2083,6
734807.25,4
734807.2917,5
734807.3333,4
734807.375,7
734807.4167,2
734807.4583,0
734807.5,6
734807.5417,5
734807.5833,1
734807.625,1
734807.6667,5
734807.7083,4
734807.75,1
734807.7917,5
734807.8333,8
734807.875,2
734807.9167,7
734807.9583,1
734808,6
734808.0417,2
734808.0833,7
734808.125,5
734808.1667,8
734808.2083,0
734808.25,1
734808.2917,9
734808.3333,1
734808.375,8
734808.4167,7
734808.4583,0
734808.5,4
734808.5417,5
734808.5833,2
734808.625,1
734808.6667,1
734808.7083,8
734808.75,3
734808.7917,8
734808.8333,3
734808.875,5
734808.9167,3
734808.9583,4
734809,4
734809.0417,0
734809.0833,7
734809.125,3
734809.1667,3
734809.2083,1
734809.25,9
734809.2917,3
734809.3333,4
734809.375,4
734809.4167,2
734809.4583,4
734809.5,7
734809.5417,7
734809.5833,1
734809.625,5
734809.6667,3
734809.7083,6
734809.75,7
734809.7917,2
734809.8333,3
734809.875,3
734809.9167,3
734809.9583,4
734810,3
734810.0417,5
734810.0833,1
734810.125,1
734810.1667,7
734810.2083,7
734810.25,1
734810.2917,7
734810.3333,7
734810.375,5
734810.4167,8
734810.4583,3
734810.5,3
734810.5417,6
734810.5833,1
734810.625,7
734810.6667,1
734810.7083,8
734810.75,4
734810.7917,5
734810.8333,6
734810.875,6
734810.9167,2
734810.9583,0
734811,1
734811.0417,8
734811.0833,1
734811.125,8
734811.1667,8
734811.2083,9
734811.25,4
734811.2917,4
734811.3333,7
734811.375,3
734811.4167,3
734811.4583,5
734811.5,6
734811.5417,6
734811.5833,4
734811.625,4
734811.6667,4
734811.7083,1
734811.75,4
734811.7917,0
734811.8333,6
734811.875,2
734811.9167,7
734811.9583,4
734812,9
734812.0417,4
734812.0833,1
734812.125,9
734812.1667,3
734812.2083,7
734812.25,6
734812.2917,3
734812.3333,8
734812.375,9
734812.4167,9
734812.4583,6
734812.5,6
734812.5417,5
734812.5833,0
734812.625,8
734812.6667,2
734812.7083,2
734812.75,0
734812.7917,7
734812.8333,8
734812.875,1
734812.9167,1
734812.9583,3
734813,1
734813.0417,3
734813.0833,1
734813.125,3
734813.1667,3
734813.2083,1
734813.25,8
734813.2917,1
734813.3333,3
734813.375,4
734813.4167,1
734813.4583,3
734813.5,3
734813.5417,5
734813.5833,8
734813.625,1
734813.6667,9
734813.7083,9
734813.75,8
734813.7917,2
734813.8333,2
734813.875,7
734813.9167,9
734813.9583,2
734814,1
734814.0417,6
734814.0833,3
734814.125,7
734814.1667,2
734814.2083,7
734814.25,2
734814.2917,9
734814.3333,7
734814.375,6
734814.4167,2
734814.4583,4
734814.5,7
734814.5417,1
734814.5833,6
734814.625,0
734814.6667,4
734814.7083,8
734814.75,8
734814.7917,4
734814.8333,8
734814.875,4
734814.9167,4
734814.9583,8
734815,1
734815.0417,6
734815.0833,3
734815.125,9
734815.1667,0
734815.2083,8
734815.25,5
734815.2917,5
734815.3333,0
734815.375,5
734815.4167,1
734815.4583,6
734815.5,2
734815.5417,7
734815.5833,6
734815.625,7
734815.6667,1
734815.7083,8
734815.75,3
734815.7917,6
734815.8333,6
734815.875,8
734815.9167,3
734815.9583,6
734816,5
734816.0417,6
734816.0833,1
734816.125,9
734816.1667,6
734816.2083,1
734816.25,2
734816.2917,3
734816.3333,8
734816.375,8
734816.4167,3
734816.4583,3
734816.5,7
734816.5417,1
734816.5833,8
734816.625,9
734816.6667,0
734816.7083,2
734816.75,7
734816.7917,8
734816.8333,5
734816.875,6
734816.9167,2
734816.9583,2
734817,7
734817.0417,7
734817.0833,6
734817.125,5
734817.1667,4
734817.2083,3
734817.25,7
734817.2917,8
734817.3333,6
734817.375,2
734817.4167,1
734817.4583,5
734817.5,2
734817.5417,1
734817.5833,3
734817.625,2
734817.6667,7
734817.7083,7
734817.75,9
734817.7917,0
734817.8333,3
734817.875,8
734817.9167,9
734817.9583,2
734818,7
734818.0417,4
734818.0833,5
734818.125,8
734818.1667,9
734818.2083,6
734818.25,5
734818.2917,6
734818.3333,1
734818.375,7
734818.4167,6
734818.4583,8
734818.5,4
734818.5417,5
734818.5833,7
734818.625,4
734818.6667,2
734818.7083,8
734818.75,1
734818.7917,3
734818.8333,3
734818.875,6
734818.9167,7
734818.9583,8
734819,5
734819.0417,4
734819.0833,5
734819.125,8
734819.1667,1
734819.2083,7
734819.25,0
734819.2917,0
734819.3333,9
734819.375,3
734819.4167,3
734819.4583,4
734819.5,6
734819.5417,7
734819.5833,9
734819.625,1
734819.6667,0
734819.7083,8
734819.75,8
734819.7917,3
734819.8333,2
734819.875,6
734819.9167,9
734819.9583,8
734820,2
734820.0417,2
734820.0833,1
734820.125,3
734820.1667,3
734820.2083,6
734820.25,7
734820.2917,9
734820.3333,6
734820.375,1
734820.4167,2
734820.4583,2
734820.5,9
734820.5417,6
734820.5833,7
734820.625,3
734820.6667,7
734820.7083,7
734820.75,9
734820.7917,3
734820.8333,6
734820.875,9
734820.9167,2
734820.9583,8
734821,2
734821.0417,5
734821.0833,8
734821.125,1
734821.1667,4
734821.2083,7
734821.25,2
734821.2917,8
734821.3333,6
734821.375,1
734821.4167,2
734821.4583,0
734821.5,2
734821.5417,9
734821.5833,5
734821.625,2
734821.6667,5
734821.7083,8
734821.75,5
734821.7917,2
734821.8333,6
734821.875,3
734821.9167,6
734821.9583,4
734822,8
734822.0417,8
734822.0833,5
734822.125,5
734822.1667,5
734822.2083,6
734822.25,5
734822.2917,6
734822.3333,9
734822.375,4
734822.4167,3
734822.4583,3
734822.5,6
734822.5417,7
734822.5833,8
734822.625,3
734822.6667,4
734822.7083,1
734822.75,6
734822.7917,6
734822.8333,2
734822.875,6
734822.9167,5
734822.9583,1
734823,8
734823.0417,3
734823.0833,2
734823.125,0
734823.1667,4
734823.2083,6
734823.25,4
734823.2917,2
734823.3333,4
734823.375,0
734823.4167,2
734823.4583,7
734823.5,7
734823.5417,2
734823.5833,6
734823.625,6
734823.6667,2
734823.7083,7
734823.75,6
734823.7917,2
734823.8333,3
734823.875,4
734823.9167,6
734823.9583,4
734824,8
734824.0417,4
734824.0833,1
734824.125,4
734824.1667,4
734824.2083,5
734824.25,8
734824.2917,6
734824.3333,6
734824.375,3
734824.4167,7
734824.4583,2
734824.5,1
734824.5417,7
734824.5833,2
734824.625,5
734824.6667,5
734824.7083,1
734824.75,1
734824.7917,6
734824.8333,0
734824.875,7
734824.9167,6
734824.9583,4
734825,2
734825.0417,5
734825.0833,2
734825.125,8
734825.1667,8
734825.2083,8
734825.25,1
734825.2917,8
734825.3333,2
734825.375,4
734825.4167,6
734825.4583,6
734825.5,5
734825.5417,1
734825.5833,6
734825.625,3
734825.6667,5
734825.7083,3
734825.75,5
734825.7917,2
734825.8333,6
734825.875,4
734825.9167,5
734825.9583,1
734826,1
734826.0417,5
734826.0833,0
734826.125,5
734826.1667,8
734826.2083,1
734826.25,8
734826.2917,3
734826.3333,1
734826.375,7
734826.4167,3
734826.4583,8
734826.5,2
734826.5417,1
734826.5833,4
734826.625,4
734826.6667,2
734826.7083,6
734826.75,2
734826.7917,8
734826.8333,4
734826.875,6
734826.9167,5
734826.9583,4
734827,9
734827.0417,2
734827.0833,4
734827.125,1
734827.1667,7
734827.2083,1
734827.25,7
734827.2917,7
734827.3333,9
734827.375,7
734827.4167,9
734827.4583,5
734827.5,2
734827.5417,5
734827.5833,4
734827.625,6
734827.6667,4
734827.7083,6
734827.75,7
734827.7917,1
734827.8333,5
734827.875,2
734827.9167,1
734827.9583,7
734828,1
734828.0417,2
734828.0833,5
734828.125,4
734828.1667,5
734828.2083,4
734828.25,2
734828.2917,7
734828.3333,4
734828.375,7
734828.4167,2
734828.4583,6
734828.5,2
734828.5417,1
734828.5833,1
734828.625,5
734828.6667,4
734828.7083,1
734828.75,7
734828.7917,1
734828.8333,3
734828.875,7
734828.9167,2
734828.9583,3
734829,5
734829.0417,2
734829.0833,3
734829.125,1
734829.1667,6
734829.2083,5
734829.25,2
734829.2917,3
734829.3333,6
734829.375,9
734829.4167,8
734829.4583,5
734829.5,3
734829.5417,1
734829.5833,2
734829.625,6
734829.6667,9
734829.7083,1
734829.75,0
734829.7917,2
734829.8333,5
734829.875,1
734829.9167,6
734829.9583,7
734830,0
734830.0417,3
734830.0833,2
734830.125,0
734830.1667,8
734830.2083,4
734830.25,0
734830.2917,2
734830.3333,8
734830.375,1
734830.4167,7
734830.4583,5
734830.5,7
734830.5417,1
734830.5833,8
734830.625,1
734830.6667,0
734830.7083,9
734830.75,3
734830.7917,3
734830.8333,7
734830.875,5
734830.9167,5
734830.9583,3
734831,3
734831.0417,0
734831.0833,9
734831.125,8
734831.1667,8
734831.2083,3
734831.25,4
734831.2917,7
734831.3333,4
734831.375,4
734831.4167,4
734831.4583,9
734831.5,4
734831.5417,3
734831.5833,9
734831.625,8
734831.6667,1
734831.7083,9
734831.75,5
734831.7917,5
734831.8333,1
734831.875,5
734831.9167,1
734831.9583,9
734832,1
734832.0417,8
734832.0833,3
734832.125,2
734832.1667,5
734832.2083,5
734832.25,3
734832.2917,2
734832.3333,1
734832.375,7
734832.4167,9
734832.4583,1
734832.5,8
734832.5417,6
734832.5833,3
734832.625,2
734832.6667,7
734832.7083,4
734832.75,8
734832.7917,3
734832.8333,7
734832.875,5
734832.9167,5
734832.9583,2
734833,8
734833.0417,7
734833.0833,1
734833.125,2
734833.1667,2
734833.2083,1
734833.25,3
734833.2917,5
734833.3333,7
734833.375,2
734833.4167,2
734833.4583,5
734833.5,3
734833.5417,1
734833.5833,9
734833.625,1
734833.6667,1
734833.7083,5
734833.75,8
734833.7917,5
734833.8333,5
734833.875,9
734833.9167,6
734833.9583,2
734834,8
734834.0417,7
734834.0833,4
734834.125,2
734834.1667,2
734834.2083,7
734834.25,3
734834.2917,3
734834.3333,7
734834.375,0
734834.4167,8
734834.4583,3
734834.5,2
734834.5417,5
734834.5833,7
734834.625,8
734834.6667,8
734834.7083,3
734834.75,7
734834.7917,7
734834.8333,5
734834.875,3
734834.9167,3
734834.9583,8
734835,1
734835.0417,2
734835.0833,6
734835.125,8
734835.1667,6
734835.2083,6
734835.25,7
734835.2917,4
734835.3333,1
734835.375,4
734835.4167,1
734835.4583,2
734835.5,2
734835.5417,3
734835.5833,7
734835.625,7
734835.6667,3
734835.7083,8
734835.75,0
734835.7917,7
734835.8333,8
734835.875,7
734835.9167,8
734835.9583,3
734836,9
734836.0417,2
734836.0833,8
734836.125,9
734836.1667,2
734836.2083,6
734836.25,5
734836.2917,8
734836.3333,7
734836.375,4
734836.4167,0
734836.4583,4
734836.5,2
734836.5417,5
734836.5833,2
734836.625,4
734836.6667,7
734836.7083,4
734836.75,6
734836.7917,8
734836.8333,3
734836.875,1
734836.9167,5
734836.9583,7
734837,9
734837.0417,3
734837.0833,7
734837.125,4
734837.1667,4
734837.2083,9
734837.25,8
734837.2917,4
734837.3333,6
734837.375,6
734837.4167,8
734837.4583,8
734837.5,4
734837.5417,4
734837.5833,1
734837.625,7
734837.6667,8
734837.7083,5
734837.75,2
734837.7917,7
734837.8333,2
734837.875,4
734837.9167,7
734837.9583,8
734838,5
734838.0417,5
734838.0833,2
734838.125,7
734838.1667,3
734838.2083,7
734838.25,8
734838.2917,9
734838.3333,2
734838.375,2
734838.4167,1
734838.4583,2
734838.5,2
734838.5417,1
734838.5833,8
734838.625,8
734838.6667,9
734838.7083,0
734838.75,3
734838.7917,7
734838.8333,5
734838.875,0
734838.9167,3
734838.9583,3
734839,6
734839.0417,3
734839.0833,3
734839.125,2
734839.1667,8
734839.2083,4
734839.25,7
734839.2917,6
734839.3333,8
734839.375,7
734839.4167,6
734839.4583,8
734839.5,2
734839.5417,1
734839.5833,5
734839.625,9
734839.6667,5
734839.7083,7
734839.75,3
734839.7917,1
734839.8333,7
734839.875,3
734839.9167,2
734839.9583,0
734840,8
734840.0417,2
734840.0833,5
734840.125,9
734840.1667,3
734840.2083,4
734840.25,2
734840.2917,1
734840.3333,3
734840.375,3
734840.4167,2
734840.4583,6
734840.5,1
734840.5417,1
734840.5833,2
734840.625,2
734840.6667,2
734840.7083,2
734840.75,8
734840.7917,7
734840.8333,1
734840.875,6
734840.9167,1
734840.9583,1
734841,8
734841.0417,8
734841.0833,2
734841.125,6
734841.1667,1
734841.2083,3
734841.25,2
734841.2917,5
734841.3333,9
734841.375,5
734841.4167,1
734841.4583,1
734841.5,3
734841.5417,8
734841.5833,4
734841.625,5
734841.6667,6
734841.7083,9
734841.75,1
734841.7917,8
734841.8333,2
734841.875,2
734841.9167,3
734841.9583,6
734842,3
734842.0417,8
734842.0833,0
734842.125,6
734842.1667,2
734842.2083,0
734842.25,5
734842.2917,7
734842.3333,0
734842.375,6
734842.4167,6
734842.4583,3
734842.5,6
734842.5417,8
734842.5833,9
734842.625,6
734842.6667,3
734842.7083,7
734842.75,4
734842.7917,8
734842.8333,0
734842.875,3
734842.9167,1
734842.9583,9
734843,4
734843.0417,5
734843.0833,6
734843.125,6
734843.1667,9
734843.2083,1
734843.25,4
734843.2917,4
734843.3333,3
734843.375,9
734843.4167,4
734843.4583,1
734843.5,9
734843.5417,6
734843.5833,2
734843.625,7
734843.6667,1
734843.7083,1
734843.75,4
734843.7917,7
734843.8333,8
734843.875,1
734843.9167,3
734843.9583,8
734844,5
734844.0417,6
734844.0833,1
734844.125,5
734844.1667,3
734844.2083,7
734844.25,4
734844.2917,7
734844.3333,7
734844.375,8
734844.4167,7
734844.4583,2
734844.5,6
734844.5417,1
734844.5833,9
734844.625,2
734844.6667,1
734844.7083,4
734844.75,7
734844.7917,3
734844.8333,6
734844.875,8
734844.9167,6
734844.9583,2
734845,5
734845.0417,6
734845.0833,7
734845.125,3
734845.1667,3
734845.2083,7
734845.25,5
734845.2917,3
734845.3333,9
734845.375,8
734845.4167,4
734845.4583,8
734845.5,4
734845.5417,6
734845.5833,4
734845.625,9
734845.6667,2
734845.7083,0
734845.75,3
734845.7917,1
734845.8333,7
734845.875,0
734845.9167,4
734845.9583,5
734846,6
734846.0417,4
734846.0833,8
734846.125,8
734846.1667,5
734846.2083,2
734846.25,3
734846.2917,7
734846.3333,6
734846.375,9
734846.4167,8
734846.4583,6
734846.5,4
734846.5417,7
734846.5833,2
734846.625,7
734846.6667,6
734846.7083,0
734846.75,6
734846.7917,0
734846.8333,7
734846.875,5
734846.9167,7
734846.9583,1
734847,2
734847.0417,5
734847.0833,8
734847.125,1
734847.1667,5
734847.2083,9
734847.25,6
734847.2917,7
734847.3333,2
734847.375,7
734847.4167,1
734847.4583,2
734847.5,6
734847.5417,6
734847.5833,2
734847.625,7
734847.6667,9
734847.7083,5
734847.75,8
734847.7917,4
734847.8333,6
734847.875,5
734847.9167,7
734847.9583,5
734848,4
734848.0417,4
734848.0833,5
734848.125,4
734848.1667,5
734848.2083,3
734848.25,3
734848.2917,9
734848.3333,2
734848.375,3
734848.4167,9
734848.4583,5
734848.5,0
734848.5417,1
734848.5833,7
734848.625,5
734848.6667,1
734848.7083,5
734848.75,1
734848.7917,7
734848.8333,2
734848.875,6
734848.9167,8
734848.9583,9
734849,4
734849.0417,7
734849.0833,4
734849.125,7
734849.1667,4
734849.2083,6
734849.25,3
734849.2917,1
734849.3333,4
734849.375,5
734849.4167,3
734849.4583,9
734849.5,3
734849.5417,3
734849.5833,2
734849.625,5
734849.6667,6
734849.7083,3
734849.75,2
734849.7917,6
734849.8333,5
734849.875,5
734849.9167,5
734849.9583,4
734850,7
734850.0417,7
734850.0833,4
734850.125,2
734850.1667,3
734850.2083,3
734850.25,7
734850.2917,8
734850.3333,5
734850.375,3
734850.4167,7
734850.4583,5
734850.5,2
734850.5417,6
734850.5833,6
734850.625,0
734850.6667,3
734850.7083,8
734850.75,6
734850.7917,6
734850.8333,0
734850.875,3
734850.9167,2
734850.9583,9
734851,8
734851.0417,7
734851.0833,8
734851.125,2
734851.1667,6
734851.2083,3
734851.25,3
734851.2917,8
734851.3333,5
734851.375,2
734851.4167,7
734851.4583,1
734851.5,2
734851.5417,1
734851.5833,2
734851.625,3
734851.6667,2
734851.7083,4
734851.75,1
734851.7917,8
734851.8333,8
734851.875,9
734851.9167,6
734851.9583,9
734852,4
734852.0417,1
734852.0833,5
734852.125,1
734852.1667,7
734852.2083,7
734852.25,6
734852.2917,5
734852.3333,0
734852.375,4
734852.4167,1
734852.4583,8
734852.5,4
734852.5417,5
734852.5833,6
734852.625,1
734852.6667,3
734852.7083,4
734852.75,5
734852.7917,8
734852.8333,8
734852.875,6
734852.9167,2
734852.9583,6
734853,6
734853.0417,5
734853.0833,0
734853.125,8
734853.1667,4
734853.2083,5
734853.25,4
734853.2917,4
734853.3333,3
734853.375,4
734853.4167,7
734853.4583,7
734853.5,0
734853.5417,7
734853.5833,5
734853.625,7
734853.6667,4
734853.7083,2
734853.75,5
734853.7917,2
734853.8333,4
734853.875,4
734853.9167,8
734853.9583,6
734854,8
734854.0417,7
734854.0833,3
734854.125,7
734854.1667,4
734854.2083,6
734854.25,8
734854.2917,5
734854.3333,2
734854.375,4
734854.4167,6
734854.4583,5
734854.5,8
734854.5417,5
734854.5833,1
734854.625,2
734854.6667,6
734854.7083,1
734854.75,3
734854.7917,2
734854.8333,8
734854.875,8
734854.9167,9
734854.9583,1
734855,5
734855.0417,9
734855.0833,7
734855.125,3
734855.1667,9
734855.2083,9
734855.25,7
734855.2917,6
734855.3333,8
734855.375,8
734855.4167,8
734855.4583,5
734855.5,4
734855.5417,6
734855.5833,0
734855.625,4
734855.6667,9
734855.7083,6
734855.75,3
734855.7917,3
734855.8333,9
734855.875,5
734855.9167,6
734855.9583,4
734856,4
734856.0417,6
734856.0833,6
734856.125,2
734856.1667,0
734856.2083,7
734856.25,4
734856.2917,1
734856.3333,1
734856.375,4
734856.4167,6
734856.4583,8
734856.5,8
734856.5417,7
734856.5833,3
734856.625,2
734856.6667,6
734856.7083,4
734856.75,8
734856.7917,9
734856.8333,8
734856.875,4
734856.9167,5
734856.9583,4
734857,1
734857.0417,9
734857.0833,6
734857.125,2
734857.1667,5
734857.2083,5
734857.25,1
734857.2917,7
734857.3333,6
734857.375,4
734857.4167,1
734857.4583,8
734857.5,2
734857.5417,2
734857.5833,4
734857.625,7
734857.6667,2
734857.7083,5
734857.75,0
734857.7917,3
734857.8333,6
734857.875,5
734857.9167,7
734857.9583,2
734858,3
734858.0417,3
734858.0833,5
734858.125,5
734858.1667,4
734858.2083,3
734858.25,6
734858.2917,2
734858.3333,0
734858.375,6
734858.4167,6
734858.4583,6
734858.5,1
734858.5417,4
734858.5833,8
734858.625,4
734858.6667,2
734858.7083,6
734858.75,7
734858.7917,7
734858.8333,5
734858.875,8
734858.9167,2
734858.9583,8
734859,1
734859.0417,2
734859.0833,3
734859.125,1
734859.1667,8
734859.2083,2
734859.25,5
734859.2917,0
734859.3333,1
734859.375,1
734859.4167,5
734859.4583,2
734859.5,5
734859.5417,5
734859.5833,9
734859.625,2
734859.6667,8
734859.7083,5
734859.75,7
734859.7917,7
734859.8333,3
734859.875,8
734859.9167,1
734859.9583,0
734860,1
734860.0417,4
734860.0833,3
734860.125,5
734860.1667,2
734860.2083,5
734860.25,1
734860.2917,2
734860.3333,2
734860.375,1
734860.4167,1
734860.4583,5
734860.5,8
734860.5417,3
734860.5833,8
734860.625,1
734860.6667,7
734860.7083,9
734860.75,8
734860.7917,4
734860.8333,3
734860.875,2
734860.9167,7
734860.9583,0
734861,0
734861.0417,8
734861.0833,7
734861.125,3
734861.1667,1
734861.2083,9
734861.25,5
734861.2917,8
734861.3333,4
734861.375,5
734861.4167,7
734861.4583,7
734861.5,7
734861.5417,6
734861.5833,5
734861.625,1
734861.6667,7
734861.7083,1
734861.75,2
734861.7917,2
734861.8333,4
734861.875,1
734861.9167,6
734861.9583,6
734862,2
734862.0417,6
734862.0833,5
734862.125,5
734862.1667,8
734862.2083,8
734862.25,0
734862.2917,7
734862.3333,5
734862.375,4
734862.4167,3
734862.4583,2
734862.5,0
734862.5417,3
734862.5833,6
734862.625,7
734862.6667,7
734862.7083,7
734862.75,8
734862.7917,7
734862.8333,1
734862.875,5
734862.9167,6
734862.9583,8
734863,4
734863.0417,2
734863.0833,0
734863.125,4
734863.1667,3
734863.2083,7
734863.25,2
734863.2917,8
734863.3333,6
734863.375,3
734863.4167,6
734863.4583,6
734863.5,1
734863.5417,7
734863.5833,4
734863.625,5
734863.6667,7
734863.7083,1
734863.75,8
734863.7917,8
734863.8333,8
734863.875,6
734863.9167,2
734863.9583,8
734864,5
734864.0417,5
734864.0833,4
734864.125,8
734864.1667,1
734864.2083,8
734864.25,8
734864.2917,2
734864.3333,1
734864.375,3
734864.4167,6
734864.4583,6
734864.5,2
734864.5417,0
734864.5833,7
734864.625,1
734864.6667,3
734864.7083,4
734864.75,8
734864.7917,4
734864.8333,8
734864.875,8
734864.9167,7
734864.9583,2
734865,6
734865.0417,4
734865.0833,3
734865.125,6
734865.1667,3
734865.2083,9
734865.25,9
734865.2917,2
734865.3333,2
734865.375,6
734865.4167,4
734865.4583,7
734865.5,2
734865.5417,3
734865.5833,8
734865.625,6
734865.6667,2
734865.7083,2
734865.75,1
734865.7917,7
734865.8333,6
734865.875,5
734865.9167,6
734865.9583,7
734866,5
734866.0417,9
734866.0833,1
734866.125,3
734866.1667,3
734866.2083,4
734866.25,3
734866.2917,6
734866.3333,2
